predictor,design_id,status,matched_id,lens
protenix,72,self_match,72,"(120, 120)"
protenix,73,self_match,73,"(93, 93)"
protenix,74,self_match,74,"(112, 112)"
protenix,75,self_match,75,"(108, 108)"
protenix,76,self_match,76,"(119, 119)"
protenix,77,self_match,77,"(247, 247)"
protenix,78,self_match,78,"(197, 197)"
protenix,79,self_match,79,"(245, 245)"
protenix,80,self_match,80,"(115, 115)"
protenix,81,self_match,81,"(55, 55)"
protenix,82,self_match,82,"(80, 80)"
protenix,83,self_match,83,"(78, 78)"
protenix,84,self_match,84,"(84, 84)"
protenix,85,self_match,85,"(65, 65)"
protenix,86,self_match,86,"(80, 80)"
protenix,87,self_match,87,"(80, 80)"
protenix,88,self_match,88,"(81, 81)"
protenix,89,self_match,89,"(64, 64)"
protenix,90,self_match,90,"(80, 80)"
protenix,91,self_match,91,"(80, 80)"
protenix,92,self_match,92,"(90, 90)"
protenix,93,self_match,93,"(90, 90)"
protenix,94,self_match,94,"(100, 100)"
protenix,95,self_match,95,"(90, 90)"
protenix,96,self_match,96,"(100, 100)"
protenix,97,self_match,97,"(100, 100)"
protenix,98,self_match,98,"(90, 90)"
protenix,99,self_match,99,"(99, 99)"
protenix,100,self_match,100,"(100, 100)"
protenix,101,self_match,101,"(100, 100)"
protenix,102,self_match,102,"(100, 100)"
protenix,103,self_match,103,"(100, 100)"
protenix,104,self_match,104,"(100, 100)"
protenix,105,self_match,105,"(100, 100)"
protenix,106,self_match,106,"(100, 100)"
protenix,107,self_match,107,"(63, 63)"
protenix,108,self_match,108,"(50, 50)"
protenix,109,self_match,109,"(12, 12)"
protenix,110,self_match,110,"(12, 12)"
protenix,111,self_match,111,"(12, 12)"
protenix,112,self_match,112,"(80, 80)"
protenix,113,self_match,113,"(80, 80)"
protenix,114,self_match,114,"(80, 80)"
protenix,115,self_match,115,"(80, 80)"
protenix,116,self_match,116,"(84, 84)"
protenix,117,self_match,117,"(61, 61)"
protenix,118,self_match,118,"(80, 80)"
protenix,119,self_match,119,"(65, 65)"
protenix,120,self_match,120,"(65, 65)"
protenix,121,self_match,121,"(65, 65)"
protenix,122,self_match,122,"(80, 80)"
protenix,123,self_match,123,"(80, 80)"
protenix,124,self_match,124,"(80, 80)"
protenix,125,self_match,125,"(80, 80)"
protenix,126,self_match,126,"(80, 80)"
protenix,127,self_match,127,"(81, 81)"
protenix,128,self_match,128,"(81, 81)"
protenix,129,self_match,129,"(70, 70)"
protenix,130,self_match,130,"(80, 80)"
protenix,131,self_match,131,"(80, 80)"
protenix,132,self_match,132,"(100, 100)"
protenix,133,self_match,133,"(90, 90)"
protenix,134,self_match,134,"(100, 100)"
protenix,135,self_match,135,"(85, 85)"
protenix,136,self_match,136,"(90, 90)"
protenix,137,self_match,137,"(100, 100)"
protenix,138,self_match,138,"(90, 90)"
protenix,139,self_match,139,"(90, 90)"
protenix,140,self_match,140,"(100, 100)"
protenix,141,self_match,141,"(90, 90)"
chai,1,self_match,1,"(100, 100)"
chai,2,self_match,2,"(90, 90)"
chai,3,self_match,3,"(116, 116)"
chai,4,self_match,4,"(56, 56)"
chai,5,self_match,5,"(116, 116)"
chai,6,self_match,6,"(90, 90)"
chai,7,self_match,7,"(56, 56)"
chai,8,self_match,8,"(56, 56)"
chai,9,self_match,9,"(90, 90)"
chai,10,self_match,10,"(116, 116)"
chai,11,self_match,11,"(80, 80)"
chai,12,self_match,12,"(40, 40)"
chai,13,self_match,13,"(93, 93)"
chai,14,self_match,14,"(81, 81)"
chai,15,self_match,15,"(91, 91)"
chai,16,self_match,16,"(89, 89)"
chai,17,self_match,17,"(88, 88)"
chai,18,self_match,18,"(60, 60)"
chai,19,self_match,19,"(84, 84)"
chai,20,self_match,20,"(84, 84)"
chai,21,self_match,21,"(89, 89)"
chai,22,self_match,22,"(91, 91)"
chai,23,self_match,23,"(65, 65)"
chai,24,self_match,24,"(131, 131)"
chai,25,self_match,25,"(89, 89)"
chai,26,self_match,26,"(62, 62)"
chai,27,self_match,27,"(131, 131)"
chai,28,self_match,28,"(68, 68)"
chai,29,self_match,29,"(65, 65)"
chai,30,self_match,30,"(52, 52)"
chai,31,self_match,31,"(78, 78)"
chai,32,self_match,32,"(81, 81)"
chai,33,self_match,33,"(100, 100)"
chai,34,self_match,34,"(100, 100)"
chai,35,self_match,35,"(100, 100)"
chai,36,self_match,36,"(122, 122)"
chai,37,self_match,37,"(126, 126)"
chai,38,self_match,38,"(107, 107)"
chai,39,self_match,39,"(67, 67)"
chai,40,self_match,40,"(62, 62)"
chai,41,self_match,41,"(122, 122)"
chai,42,self_match,42,"(123, 123)"
chai,43,self_match,43,"(113, 113)"
chai,44,self_match,44,"(104, 104)"
chai,45,self_match,45,"(85, 85)"
chai,46,self_match,46,"(90, 90)"
chai,47,self_match,47,"(85, 85)"
chai,48,self_match,48,"(75, 75)"
chai,49,self_match,49,"(85, 85)"
chai,50,self_match,50,"(80, 80)"
chai,51,self_match,51,"(81, 81)"
chai,52,self_match,52,"(67, 67)"
chai,53,self_match,53,"(84, 84)"
chai,54,self_match,54,"(84, 84)"
chai,55,self_match,55,"(84, 84)"
chai,56,self_match,56,"(84, 84)"
chai,57,self_match,57,"(84, 84)"
chai,58,self_match,58,"(84, 84)"
chai,59,self_match,59,"(84, 84)"
chai,60,self_match,60,"(84, 84)"
chai,61,self_match,61,"(84, 84)"
chai,62,self_match,62,"(84, 84)"
chai,63,self_match,63,"(80, 80)"
chai,64,self_match,64,"(62, 62)"
chai,65,self_match,65,"(62, 62)"
chai,66,self_match,66,"(62, 62)"
chai,67,self_match,67,"(62, 62)"
chai,68,self_match,68,"(62, 62)"
chai,69,self_match,69,"(62, 62)"
chai,70,self_match,70,"(120, 120)"
chai,71,self_match,71,"(120, 120)"
chai,72,self_match,72,"(120, 120)"
chai,73,self_match,73,"(93, 93)"
chai,74,self_match,74,"(112, 112)"
chai,75,self_match,75,"(108, 108)"
chai,76,self_match,76,"(119, 119)"
chai,77,self_match,77,"(247, 247)"
chai,78,self_match,78,"(197, 197)"
chai,79,self_match,79,"(245, 245)"
chai,80,self_match,80,"(115, 115)"
chai,81,self_match,81,"(55, 55)"
chai,82,self_match,82,"(80, 80)"
chai,83,self_match,83,"(78, 78)"
chai,84,self_match,84,"(84, 84)"
chai,85,self_match,85,"(65, 65)"
chai,86,self_match,86,"(80, 80)"
chai,87,self_match,87,"(80, 80)"
chai,88,self_match,88,"(81, 81)"
chai,89,self_match,89,"(64, 64)"
chai,90,self_match,90,"(80, 80)"
chai,91,self_match,91,"(80, 80)"
chai,92,self_match,92,"(90, 90)"
chai,93,self_match,93,"(90, 90)"
chai,94,self_match,94,"(100, 100)"
chai,95,self_match,95,"(90, 90)"
chai,96,self_match,96,"(100, 100)"
chai,97,self_match,97,"(100, 100)"
chai,98,self_match,98,"(90, 90)"
chai,99,self_match,99,"(99, 99)"
chai,100,self_match,100,"(100, 100)"
chai,101,self_match,101,"(100, 100)"
chai,102,self_match,102,"(100, 100)"
chai,103,self_match,103,"(100, 100)"
chai,104,self_match,104,"(100, 100)"
chai,105,self_match,105,"(100, 100)"
chai,106,self_match,106,"(100, 100)"
chai,107,self_match,107,"(63, 63)"
chai,108,self_match,108,"(50, 50)"
chai,109,self_match,109,"(12, 12)"
chai,110,self_match,110,"(12, 12)"
chai,111,self_match,111,"(12, 12)"
chai,112,self_match,112,"(80, 80)"
chai,113,self_match,113,"(80, 80)"
chai,114,self_match,114,"(80, 80)"
chai,115,self_match,115,"(80, 80)"
chai,116,self_match,116,"(84, 84)"
chai,117,self_match,117,"(61, 61)"
chai,118,self_match,118,"(80, 80)"
chai,119,self_match,119,"(65, 65)"
chai,120,self_match,120,"(65, 65)"
chai,121,self_match,121,"(65, 65)"
chai,122,self_match,122,"(80, 80)"
chai,123,self_match,123,"(80, 80)"
chai,124,self_match,124,"(80, 80)"
chai,125,self_match,125,"(80, 80)"
chai,126,self_match,126,"(80, 80)"
chai,127,self_match,127,"(81, 81)"
chai,128,self_match,128,"(81, 81)"
chai,129,self_match,129,"(70, 70)"
chai,130,self_match,130,"(80, 80)"
chai,131,self_match,131,"(80, 80)"
chai,132,self_match,132,"(100, 100)"
chai,133,self_match,133,"(90, 90)"
chai,134,self_match,134,"(100, 100)"
chai,135,self_match,135,"(85, 85)"
chai,136,self_match,136,"(90, 90)"
chai,137,self_match,137,"(100, 100)"
chai,138,self_match,138,"(90, 90)"
chai,139,self_match,139,"(90, 90)"
chai,140,self_match,140,"(100, 100)"
chai,141,self_match,141,"(90, 90)"
af2m,1,self_match,1,"(100, 100)"
af2m,2,self_match,2,"(90, 90)"
af2m,3,self_match,3,"(116, 116)"
af2m,4,self_match,4,"(56, 56)"
af2m,5,self_match,5,"(116, 116)"
af2m,6,self_match,6,"(90, 90)"
af2m,7,self_match,7,"(56, 56)"
af2m,8,self_match,8,"(56, 56)"
af2m,9,self_match,9,"(90, 90)"
af2m,10,self_match,10,"(116, 116)"
af2m,11,match_OTHER_design,[1],"(100, 80)"
af2m,12,match_OTHER_design,[3],"(116, 40)"
af2m,13,match_OTHER_design,[4],"(56, 93)"
af2m,14,match_OTHER_design,[7],"(56, 81)"
af2m,15,match_OTHER_design,[5],"(116, 91)"
af2m,16,match_OTHER_design,[10],"(116, 89)"
af2m,17,match_OTHER_design,[2],"(90, 88)"
af2m,18,match_OTHER_design,[9],"(90, 60)"
af2m,19,match_OTHER_design,[6],"(90, 84)"
af2m,20,match_OTHER_design,[8],"(56, 84)"
af2m,21,match_OTHER_design,[3],"(116, 89)"
af2m,22,match_OTHER_design,[1],"(100, 91)"
af2m,23,match_OTHER_design,[4],"(56, 65)"
af2m,24,match_OTHER_design,[7],"(56, 131)"
af2m,25,match_OTHER_design,[10],"(116, 89)"
af2m,26,match_OTHER_design,[2],"(90, 62)"
af2m,27,match_OTHER_design,[5],"(116, 131)"
af2m,28,match_OTHER_design,[8],"(56, 68)"
af2m,29,match_OTHER_design,[9],"(90, 65)"
af2m,30,match_OTHER_design,[6],"(90, 52)"
af2m,31,match_OTHER_design,[10],"(116, 78)"
af2m,32,match_OTHER_design,[4],"(56, 81)"
af2m,33,match_OTHER_design,[3],"(116, 100)"
af2m,34,match_OTHER_design,[1],"(100, 100)"
af2m,35,match_OTHER_design,[2],"(90, 100)"
af2m,36,match_OTHER_design,[7],"(56, 122)"
af2m,37,match_OTHER_design,[5],"(116, 126)"
af2m,38,match_OTHER_design,[8],"(56, 107)"
af2m,39,match_OTHER_design,[6],"(90, 67)"
af2m,40,match_OTHER_design,[9],"(90, 62)"
af2m,41,match_OTHER_design,[10],"(116, 122)"
af2m,42,match_OTHER_design,[1],"(100, 123)"
af2m,43,match_OTHER_design,[4],"(56, 113)"
af2m,44,match_OTHER_design,[3],"(116, 104)"
af2m,45,match_OTHER_design,[2],"(90, 85)"
af2m,46,match_OTHER_design,[7],"(56, 90)"
af2m,47,match_OTHER_design,[5],"(116, 85)"
af2m,48,match_OTHER_design,[8],"(56, 75)"
af2m,49,match_OTHER_design,[6],"(90, 85)"
af2m,50,match_OTHER_design,[9],"(90, 80)"
af2m,51,match_OTHER_design,[10],"(116, 81)"
af2m,52,match_OTHER_design,[4],"(56, 67)"
af2m,53,match_OTHER_design,[1],"(100, 84)"
af2m,54,match_OTHER_design,[2],"(90, 84)"
af2m,55,match_OTHER_design,[3],"(116, 84)"
af2m,56,match_OTHER_design,[7],"(56, 84)"
af2m,57,match_OTHER_design,[6],"(90, 84)"
af2m,58,match_OTHER_design,[8],"(56, 84)"
af2m,59,match_OTHER_design,[5],"(116, 84)"
af2m,60,match_OTHER_design,[8],"(56, 84)"
af2m,61,match_OTHER_design,[6],"(90, 84)"
af2m,62,match_OTHER_design,[1],"(100, 84)"
af2m,63,match_OTHER_design,[4],"(56, 80)"
af2m,64,match_OTHER_design,[2],"(90, 62)"
af2m,65,match_OTHER_design,[70],"(120, 62)"
af2m,66,match_OTHER_design,[5],"(116, 62)"
af2m,67,match_OTHER_design,[7],"(56, 62)"
af2m,68,match_OTHER_design,[8],"(56, 62)"
af2m,69,match_OTHER_design,[5],"(116, 62)"
af2m,70,self_match,70,"(120, 120)"
af2m,71,match_OTHER_design,[1],"(100, 120)"
af2m,72,match_OTHER_design,[2],"(90, 120)"
af2m,73,match_OTHER_design,[4],"(56, 93)"
af2m,74,match_OTHER_design,[9],"(90, 112)"
af2m,75,match_OTHER_design,[6],"(90, 108)"
af2m,76,match_OTHER_design,[3],"(116, 119)"
af2m,77,match_OTHER_design,[8],"(56, 247)"
af2m,78,self_match,78,"(197, 197)"
af2m,79,match_OTHER_design,[70],"(120, 245)"
af2m,80,match_OTHER_design,[5],"(116, 115)"
af2m,81,match_OTHER_design,[1],"(100, 55)"
af2m,82,match_OTHER_design,[4],"(56, 80)"
af2m,83,match_OTHER_design,[2],"(90, 78)"
af2m,84,match_OTHER_design,[70],"(120, 84)"
af2m,85,match_OTHER_design,[93],"(90, 65)"
af2m,86,match_OTHER_design,[4],"(56, 80)"
af2m,87,match_OTHER_design,[3],"(116, 80)"
af2m,88,match_OTHER_design,[8],"(56, 81)"
af2m,89,match_OTHER_design,[70],"(120, 64)"
af2m,90,match_OTHER_design,[5],"(116, 80)"
af2m,91,match_OTHER_design,[4],"(56, 80)"
af2m,92,match_OTHER_design,[1],"(100, 90)"
af2m,93,self_match,93,"(90, 90)"
af2m,94,match_OTHER_design,[6],"(90, 100)"
af2m,95,match_OTHER_design,[70],"(120, 90)"
af2m,96,match_OTHER_design,[93],"(90, 100)"
af2m,97,match_OTHER_design,[9],"(90, 100)"
af2m,98,match_OTHER_design,[1],"(100, 90)"
af2m,99,match_OTHER_design,[3],"(116, 99)"
af2m,100,match_OTHER_design,[8],"(56, 100)"
af2m,101,match_OTHER_design,[4],"(56, 100)"
af2m,102,match_OTHER_design,[5],"(116, 100)"
af2m,103,match_OTHER_design,[70],"(120, 100)"
af2m,104,match_OTHER_design,[1],"(100, 100)"
af2m,105,match_OTHER_design,[93],"(90, 100)"
af2m,106,match_OTHER_design,[6],"(90, 100)"
af2m,107,match_OTHER_design,[93],"(90, 63)"
af2m,108,self_match,108,"(50, 50)"
af2m,109,match_OTHER_design,[3],"(116, 12)"
af2m,110,match_OTHER_design,[9],"(90, 12)"
af2m,111,match_OTHER_design,[70],"(120, 12)"
af2m,112,match_OTHER_design,[4],"(56, 80)"
af2m,113,match_OTHER_design,[8],"(56, 80)"
af2m,114,match_OTHER_design,[108],"(50, 80)"
af2m,115,match_OTHER_design,[1],"(100, 80)"
af2m,116,match_OTHER_design,[5],"(116, 84)"
af2m,117,match_OTHER_design,[93],"(90, 61)"
af2m,118,match_OTHER_design,[108],"(50, 80)"
af2m,119,match_OTHER_design,[6],"(90, 65)"
af2m,120,match_OTHER_design,[108],"(50, 65)"
af2m,121,match_OTHER_design,[70],"(120, 65)"
af2m,122,match_OTHER_design,[93],"(90, 80)"
af2m,123,match_OTHER_design,[4],"(56, 80)"
af2m,124,match_OTHER_design,[3],"(116, 80)"
af2m,125,match_OTHER_design,[1],"(100, 80)"
af2m,126,self_match,126,"(80, 80)"
af2m,127,match_OTHER_design,[108],"(50, 81)"
af2m,128,match_OTHER_design,[8],"(56, 81)"
af2m,129,match_OTHER_design,[5],"(116, 70)"
af2m,130,match_OTHER_design,[126],"(80, 80)"
af2m,131,match_OTHER_design,[6],"(90, 80)"
af2m,132,match_OTHER_design,[93],"(90, 100)"
af2m,133,match_OTHER_design,[108],"(50, 90)"
af2m,134,match_OTHER_design,[70],"(120, 100)"
af2m,135,match_OTHER_design,[126],"(80, 85)"
af2m,136,match_OTHER_design,[4],"(56, 90)"
af2m,137,match_OTHER_design,[1],"(100, 100)"
af2m,138,match_OTHER_design,[93],"(90, 90)"
af2m,139,match_OTHER_design,[126],"(80, 90)"
af2m,140,match_OTHER_design,[3],"(116, 100)"
af2m,141,match_OTHER_design,[108],"(50, 90)"
